destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Sales & Related,$100000 or More,,less1,never,gt8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,10AM,Bar,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,never,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1,1
